date,open,high,low,close,volume,shares_outstanding_bn,market_cap_usd_bn,quarterly_revenue_usd_bn,sma_20,sma_50,sma_200,rsi_14,stock_split,era,key_event
24/06/1999,0.1414,0.143,0.1402,0.1417,4288897,0.6,0.09,2.06,0.1445,0.1417,0.1224,40.6,,Pre-GPU Era,
25/06/1999,0.1447,0.1462,0.1411,0.1435,5167422,0.608,0.09,2.38,0.1429,0.1532,0.1347,46.2,,Pre-GPU Era,
28/06/1999,0.1455,0.1477,0.1441,0.1461,5138578,0.606,0.09,1.82,0.1434,0.1437,0.1484,70,,Pre-GPU Era,
29/06/1999,0.1495,0.1501,0.1474,0.1485,5423347,0.599,0.09,2.31,0.1446,0.1573,0.1495,62.3,,Pre-GPU Era,
30/06/1999,0.1518,0.1529,0.1512,0.1523,19935418,0.596,0.09,1.02,0.1491,0.1553,0.1503,56.8,,Pre-GPU Era,
01/07/1999,0.1532,0.1548,0.1528,0.1538,5017618,0.609,0.09,2.41,0.1482,0.1601,0.163,46.9,,Pre-GPU Era,
02/07/1999,0.1574,0.1592,0.1546,0.1567,18891743,0.6,0.09,1.59,0.1617,0.1542,0.1522,58.7,,Pre-GPU Era,
05/07/1999,0.1617,0.1633,0.1593,0.1606,4802322,0.611,0.1,2.48,0.1611,0.1555,0.1694,71.3,,Pre-GPU Era,
06/07/1999,0.1625,0.1638,0.162,0.163,6609091,0.6,0.1,2.27,0.157,0.1614,0.1758,70.4,,Pre-GPU Era,
07/07/1999,0.1635,0.1687,0.162,0.166,18017823,0.611,0.1,1.56,0.1701,0.1668,0.1578,49.3,,Pre-GPU Era,
08/07/1999,0.1667,0.1707,0.1656,0.1681,15255945,0.615,0.1,2.09,0.1643,0.1661,0.1528,70.4,,Pre-GPU Era,
09/07/1999,0.1717,0.1731,0.1682,0.1706,19245475,0.607,0.1,2.04,0.1704,0.1712,0.1521,69.1,,Pre-GPU Era,
12/07/1999,0.1749,0.1773,0.1723,0.174,12594472,0.619,0.11,1.93,0.1742,0.1795,0.1649,59.3,,Pre-GPU Era,
13/07/1999,0.1778,0.1791,0.1757,0.1774,10997945,0.601,0.11,2.26,0.1708,0.1687,0.1574,51.7,,Pre-GPU Era,
14/07/1999,0.1804,0.1815,0.177,0.1792,7196368,0.591,0.11,2.08,0.1814,0.1859,0.1789,71.7,,Pre-GPU Era,
15/07/1999,0.1806,0.1813,0.18,0.1807,12617200,0.591,0.11,1.49,0.1795,0.1925,0.1861,59.6,,Pre-GPU Era,
16/07/1999,0.1825,0.1863,0.1805,0.1833,8404573,0.612,0.11,2.06,0.1906,0.1911,0.2014,70.3,,Pre-GPU Era,
19/07/1999,0.1876,0.1889,0.1867,0.1878,16885664,0.611,0.11,1.48,0.1865,0.182,0.1948,50.3,,Pre-GPU Era,
20/07/1999,0.1896,0.1952,0.1872,0.1912,6158989,0.606,0.12,1.17,0.1887,0.188,0.2183,38.2,,Pre-GPU Era,
21/07/1999,0.1924,0.1972,0.1878,0.1925,14332873,0.594,0.11,1.46,0.1861,0.1962,0.1799,67.4,,Pre-GPU Era,
22/07/1999,0.1939,0.1956,0.193,0.194,10107891,0.617,0.12,1.97,0.2013,0.1943,0.2021,57.6,,Pre-GPU Era,
23/07/1999,0.1979,0.1995,0.1946,0.1969,17226342,0.602,0.12,1.08,0.1974,0.191,0.1801,58.1,,Pre-GPU Era,
26/07/1999,0.2025,0.2047,0.1981,0.2005,16199729,0.615,0.12,2.05,0.2069,0.1955,0.1757,40,,Pre-GPU Era,
27/07/1999,0.2017,0.2061,0.1987,0.2024,7603832,0.614,0.12,2.18,0.1979,0.1925,0.1808,53.8,,Pre-GPU Era,
28/07/1999,0.2037,0.2055,0.2028,0.2041,7118708,0.599,0.12,2.05,0.2056,0.1902,0.2287,56.6,,Pre-GPU Era,
29/07/1999,0.2064,0.2101,0.2027,0.2058,9266609,0.6,0.12,2.26,0.2124,0.2171,0.2249,65.8,,Pre-GPU Era,
30/07/1999,0.2091,0.2103,0.2073,0.2089,13715211,0.601,0.13,2.03,0.2089,0.211,0.2222,64.4,,Pre-GPU Era,
02/08/1999,0.2118,0.213,0.2106,0.2119,3979772,0.592,0.13,1.67,0.2097,0.2129,0.207,47.7,,Pre-GPU Era,
03/08/1999,0.2166,0.2182,0.2117,0.2157,8049412,0.594,0.13,2.11,0.2218,0.2243,0.2374,47.4,,Pre-GPU Era,
04/08/1999,0.2198,0.221,0.2158,0.2189,10849258,0.598,0.13,1.42,0.2254,0.2088,0.2005,49.9,,Pre-GPU Era,
05/08/1999,0.2197,0.2241,0.2164,0.2205,6389923,0.603,0.13,2.38,0.2209,0.211,0.205,51.1,,Pre-GPU Era,
06/08/1999,0.2227,0.2251,0.22,0.2225,16462550,0.592,0.13,0.84,0.2181,0.2098,0.2116,64.3,,Pre-GPU Era,
09/08/1999,0.226,0.2307,0.2233,0.2273,11626096,0.617,0.14,1.28,0.2245,0.2312,0.2591,50.6,,Pre-GPU Era,
10/08/1999,0.2291,0.2297,0.2279,0.2288,10753057,0.591,0.14,1.3,0.2355,0.2237,0.203,60,,Pre-GPU Era,
11/08/1999,0.2315,0.2329,0.2265,0.2298,12688347,0.605,0.14,1.21,0.2377,0.2453,0.2515,48.7,,Pre-GPU Era,
12/08/1999,0.2342,0.2354,0.2308,0.2337,15506973,0.61,0.14,1.08,0.2325,0.238,0.2257,50.2,,Pre-GPU Era,
13/08/1999,0.236,0.2365,0.2344,0.2355,4239336,0.594,0.14,1.33,0.2343,0.2274,0.2155,38.2,,Pre-GPU Era,
16/08/1999,0.2412,0.2425,0.2371,0.2393,16263161,0.617,0.15,1.97,0.2376,0.2347,0.2564,63.2,,Pre-GPU Era,
17/08/1999,0.2429,0.2459,0.2395,0.2435,8141214,0.592,0.14,0.87,0.253,0.2484,0.2592,41.3,,Pre-GPU Era,
18/08/1999,0.2445,0.2458,0.244,0.245,6386187,0.607,0.15,0.98,0.239,0.2621,0.2226,58.8,,Pre-GPU Era,
19/08/1999,0.2482,0.2508,0.2449,0.2477,14569149,0.612,0.15,2.25,0.2507,0.2319,0.2433,60.4,,Pre-GPU Era,
20/08/1999,0.2521,0.2564,0.2465,0.2504,2816678,0.594,0.15,1.12,0.247,0.2641,0.2405,62.6,,Pre-GPU Era,
23/08/1999,0.2541,0.2546,0.2521,0.2533,12556032,0.599,0.15,1.96,0.2567,0.2452,0.2331,41.5,,Pre-GPU Era,
24/08/1999,0.2568,0.2584,0.2563,0.257,4349110,0.6,0.15,1.13,0.2614,0.2505,0.2442,63.1,,Pre-GPU Era,
25/08/1999,0.2595,0.2616,0.2573,0.2592,12467048,0.603,0.16,2.03,0.2632,0.2485,0.2249,56.6,,Pre-GPU Era,
26/08/1999,0.2633,0.2654,0.2575,0.2605,10210723,0.595,0.15,0.98,0.2557,0.263,0.2954,48.2,,Pre-GPU Era,
27/08/1999,0.2619,0.2645,0.2597,0.2625,8533288,0.595,0.16,1.58,0.2688,0.2548,0.2635,58.5,,Pre-GPU Era,
30/08/1999,0.2673,0.2698,0.2643,0.2679,13046171,0.602,0.16,0.97,0.2767,0.2682,0.2604,58,,Pre-GPU Era,
31/08/1999,0.2706,0.2724,0.2697,0.2712,11031425,0.599,0.16,0.98,0.2794,0.2663,0.2771,68.6,,Pre-GPU Era,
01/09/1999,0.274,0.2761,0.2705,0.2729,8429167,0.604,0.16,1.98,0.2673,0.2742,0.288,53.3,,Pre-GPU Era,
02/09/1999,0.2778,0.2799,0.2701,0.2743,16441302,0.613,0.17,1.63,0.2827,0.2778,0.253,57.3,,Pre-GPU Era,
03/09/1999,0.2764,0.277,0.2755,0.2762,15855908,0.608,0.17,1.14,0.2746,0.2838,0.2793,38.6,,Pre-GPU Era,
06/09/1999,0.2826,0.2869,0.277,0.2808,7859984,0.605,0.17,2.35,0.2702,0.2747,0.308,59.4,,Pre-GPU Era,
07/09/1999,0.2905,0.2927,0.2824,0.2859,2954718,0.612,0.17,1.15,0.2893,0.2934,0.2649,58.4,,Pre-GPU Era,
08/09/1999,0.2861,0.289,0.2822,0.2854,7517252,0.602,0.17,1.11,0.2877,0.2986,0.294,58.8,,Pre-GPU Era,
09/09/1999,0.2901,0.2913,0.2855,0.2885,19921900,0.603,0.17,1.58,0.2885,0.2949,0.2856,61.3,,Pre-GPU Era,
10/09/1999,0.2898,0.293,0.2877,0.2908,17029097,0.594,0.17,0.89,0.297,0.2976,0.2907,53.9,,Pre-GPU Era,
13/09/1999,0.293,0.2959,0.2902,0.293,11531280,0.611,0.18,2.01,0.2901,0.2895,0.2819,56.2,,Pre-GPU Era,
14/09/1999,0.2972,0.2991,0.2918,0.2952,19657839,0.619,0.18,1.88,0.3061,0.2811,0.2556,57.7,,Pre-GPU Era,
15/09/1999,0.2986,0.3028,0.2941,0.298,3551010,0.6,0.18,1.52,0.2942,0.3053,0.2797,49.9,,Pre-GPU Era,
16/09/1999,0.2988,0.3018,0.2972,0.3001,8283329,0.601,0.18,2.3,0.3103,0.2801,0.3441,62.1,,Pre-GPU Era,
17/09/1999,0.3009,0.3047,0.2985,0.3018,2458696,0.609,0.18,1.27,0.2902,0.304,0.3089,52.5,,Pre-GPU Era,
20/09/1999,0.3059,0.3083,0.305,0.3065,15392057,0.595,0.18,1.69,0.3089,0.3122,0.3291,48,,Pre-GPU Era,
21/09/1999,0.3074,0.3117,0.306,0.3089,9875645,0.605,0.19,1.2,0.3103,0.3026,0.3401,56,,Pre-GPU Era,
22/09/1999,0.3127,0.3137,0.3112,0.312,16797022,0.597,0.19,1.95,0.3027,0.3276,0.2887,50.3,,Pre-GPU Era,
23/09/1999,0.3129,0.3145,0.3085,0.3123,5127348,0.604,0.19,1.94,0.3063,0.3046,0.3528,61.1,,Pre-GPU Era,
24/09/1999,0.3169,0.3188,0.3101,0.315,9920647,0.605,0.19,1.46,0.3064,0.3321,0.3614,57.3,,Pre-GPU Era,
27/09/1999,0.3187,0.3275,0.3161,0.3215,7945233,0.603,0.19,2.41,0.3178,0.3332,0.3295,39.9,,Pre-GPU Era,
28/09/1999,0.3232,0.3245,0.3223,0.3234,5710468,0.615,0.2,2.42,0.329,0.334,0.3655,45.1,,Pre-GPU Era,
29/09/1999,0.3232,0.3312,0.3175,0.3242,15552175,0.603,0.2,1.57,0.3332,0.3297,0.293,45.2,,Pre-GPU Era,
30/09/1999,0.3273,0.3279,0.3253,0.3265,15208319,0.618,0.2,2.1,0.3325,0.3115,0.3367,56,,Pre-GPU Era,
01/10/1999,0.3311,0.3348,0.3219,0.3279,19630906,0.611,0.2,0.97,0.3178,0.3391,0.3053,59.4,,Pre-GPU Era,
04/10/1999,0.3329,0.3393,0.3306,0.3347,9322390,0.619,0.21,1.47,0.3304,0.3203,0.3027,48.9,,Pre-GPU Era,
05/10/1999,0.335,0.3413,0.3329,0.3375,2832767,0.615,0.21,1.37,0.3299,0.3551,0.3782,49.5,,Pre-GPU Era,
06/10/1999,0.3368,0.3418,0.3353,0.3387,13164547,0.598,0.2,2.35,0.3509,0.3278,0.3645,46.1,,Pre-GPU Era,
07/10/1999,0.3431,0.3467,0.3371,0.3408,16015997,0.601,0.2,1.09,0.3297,0.3444,0.3897,66,,Pre-GPU Era,
08/10/1999,0.3408,0.3451,0.339,0.3417,18832916,0.604,0.21,1.69,0.3541,0.3467,0.3525,42.4,,Pre-GPU Era,
11/10/1999,0.3459,0.3544,0.3389,0.3469,11140108,0.595,0.21,1.98,0.3353,0.3247,0.3241,71,,Pre-GPU Era,
12/10/1999,0.3528,0.3543,0.3484,0.3511,14848765,0.6,0.21,2.19,0.3525,0.3692,0.3788,67.5,,Pre-GPU Era,
